Book,Army,Var,Army Name,,Topography,Agg,General,1,2,3,4,5,6,7,8,9,10,Check,,Kn,HCh,Cv,LCh,Cm,LH,LCm,El,SCh,Pk,Sp,Bd,Bw,Lb,Cb,Wb,Hd,Ax,Ps,Art,WWg,CWg,CP,Lit,Enemies,Allies
2,5,h,Siciliot Army 448-280 BC,l1,Littoral,1,Sp or Cv,1xCv,7xSp,3xPs,,,,,,,,2,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/36c, 61a, 61b, II/5b, 5g, 5h, 9a, 33",
2,5,i,Other Hoplite Armies in Greece 448-225 BC,a1,Arable,1,Sp,1xCv or Sp,7xSp,2xSp or 3Ax or Ps,1xPs,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/43a, 47, 48, 54, II/5a, 5b, 5c, 5e, 5i, 12, 15, 16b, 18c, 27a",
2,5,j,Overseas mercenary expeditions ,l4,Littoral,4,Sp,8xSp,2xSp or Ps,1xSp or Cv,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/6, 7",
2,5,k,Spartan overseas expeditions of Brasidas 428-422 BC and Agesilaus 396-394 BC,l4,Littoral,4,Sp,1xCv,1xLH,4xSP,3xPs or 3Ax or SP,2xSp or Ps,,,,,,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/5b, 7",
2,5,l,Black Sea Greeks 410-310 BC,l0,Littoral,0,Cv or Sp,1xCv,4xSp,2xSp or LH,1x3/4Ax or LH,3xPs,,,,,,2,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/5l, 15, 25, 26",I/43a
2,6,,Bithynian Army 435-74 BC,a1,Arable,1,3Kn or Cv or LH,1xLH or Cv,4x3Ax,4x3Ax or 4Ax,2xPs,,,,,,,3,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/60c, II/5a, 5j, 6, 7, 12, 14, 15, 16a, 17a, 17b, 30a, 34, 48","II/30a, 30b"
2,7,,Later Achaemenid Persian Army 420-329 BC,a1,Arable,1,LCh or Cv or 3Kn,2xCv,2xLH,1x3Kn or Sp or 4Ax,1xSCh or Sp,1xPs,3x4Ax or 3Ax or Sp or LH,1x7Hd or Ps,,,,3,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/6c, 7d, 35d, 43a, 43c, 53, 56a, II/5a, 5b, 5j, 6, 7, 12",
2,8,a,Bruttian or Lucanian Armies 420-203 BC,a1,Hilly/Arable,1,Cv,9x3Ax or 4Ax,2x7Hd or Ps,,,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/36a, 36d, 55d, 57b, 59, II/5g, 8a, 8b, 8c, 10, 13, 33",II/10 or 32a
2,8,b,Campanian Army 420-340 BC,a1,Arable,1,Cv,1xCv,4xSp,4x3Ax,2xPs,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/36a, 36d, 55d, 57b, 59, II/5g, 8a, 8c, 10, 13, 33",II/13
2,8,c,Apulian Army 420-205 BC,a1,Arable,1,Cv,2xCv,7x3Ax,2xPs,,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/36a, 36d, 55d, 57b, 59, II/8a, 8b, 10, 13, 33",
2,9,a,Syracusan Armies in Sicily 410-210 BC,l2,Littoral,2,Cv or Sp,6xSp,1xSp or 4Wb,1x4Ax or Cv,1xArt or 3Ax,1xLH,1xPs,,,,,2,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/36c, 57b, 61a, 61b, II/5b, 5g, 5h, 27b, 32a, 33",II/32a
2,9,b,Syracusan Army in Africa 310-307 BC,l4,Littoral,4,Cv or Sp,6xSp,1xSp or 4Wb,1x4Ax or Cv,1xArt or 3Ax or 7Hd,1xLH,1xPs,,,,,2,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,I/61b,I/7d and (56b or II/40) 
2,10,,Camillan Roman Army 400-275 BC,a1,Arable,1,Cv,1xCv,2xPs,2x4Bd,2xSp,2xSp,2x3Ax or 4Ax,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/36a, 36d, 55d, 55e, 57b, II/5g, 8a, 8b, 8c, 11, 13, 27b, 28b",II/13
2,11,,Gallic Army 400-50 BC,a3,Arable,3,LCh or Cv or 3/4Wb,2xLCh or Cv,2xCv or 3/4Wb,6x3/4Wb,2xPs,,,,,,,3,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"I/14c, 47, 48, 55d, 55e, 57b, II/10, 11, 13, 32a, 32b, 33, 39a, 39b, 39c, 47a, 47b, 47e, 47f, 47g, 49, 52",I/36a or II/39a or 47b
2,12,,Alexandrian Macedonian Army 359-319 BC,a4,Arable,4,3Kn,1xCv,1xLH,1x4Ax,6x4Pk,1xPs,1xSp or 3/4Ax or Art,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/6c, 35d, 43a, 47, 48, 56a, 62, 63, II/5a, 5b, 5c, 5d, 5f, 5i, 5l, 6, 7",II/5d
2,13,,Samnite Army 355-272 BC,h1,Hilly,1,Cv or 4Ax,10x4Ax,1xPs,,,,,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"I/36a, 36d, 55d, 55e, 57b, II/5g, 8a, 8b, 8c, 10, 11",I/36a and/or 36d and/or II/8b and/or 8c or 55e and/or 57b or  II/8b and/or 11 or 10
2,14,,Ariarathid Kappadokian Army 330 BC-322 BC & 300 BC-17 AD,h0,Hilly,0,3Kn,1x3Kn,1x3Kn or Cv,2xLH,4x3Ax,1xSp or 4Wb or 4Ax or Ps,2xPs,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/6, 15, 17a, 17b, 19a, 19b, 19c, 19d, 28a, 28b, 30a, 30b, 30c, 33, 34, 44, 48, 49, 56",II/28b or Allies: II/28b or II/34
2,15,,Alexandrian Imperial 328-321 BC,a4,Arable,4,3Kn,1x3Kn,1xLH,6x4Pk,1xArt or El,1x3/4Ax or Ps,1xPs,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/43a, 47, 48, II/1, 2, 3a, 5b, 5d, 5e, 5i, 6, 14",II/2 or 3a
2,16,a,Antigonos' Army 320-301 BC,a3,Arable,3,4Pk,1x3Kn,1xCv,1xLH,5x4Pk,1xEl,2xPs,,,,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/62, II/6, 16c, 16d, 16e, 17a, 17b, 18a, 18c, 19a, 20a, 22f",
2,16,b,Demetrios' Army 315-285 BC,l3,Littoral,3,3Kn,1xLH,6x4Pk,1x3/4Ax,2xSp or (1xCv + 1xEl),1xPs or Art,,,,,,3,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/62, II/5a, 5b, 5c, 5i, 17a, 17b, 18c, 19a, 20a, 27a",
2,16,c,Alketas' Army 320 BC,a3,Arable,3,3Kn,4x4Pk,4xPs,2xSp or 3/4Ax,1xPs,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/16a, 16e",
2,16,d,Eumenes' Army 320-316 BC,a3,Arable,3,3Kn,1xCv,2x4Pk,4x4Pk,2xEl,2xPs,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/16a, 17e, 18a",
2,16,e,"Peithons', Peucetas', or other minor Asiatic Successors Army 320-314 BC",a3,Arable,3,3Kn,1xCv,1xLH,2x4Pk,2x4Pk or El,2xSp or Ps,2x3/4Ax,2xPs,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/16a, 16c, 16d, 16e",
2,17,a,Lysimachid Army 320-303 BC,a2,Arable,2,3Kn,1xLH,2x4Pk,2x4Pk or 3/4Ax,4x3/4Ax or Ps,1xSp,1xPs,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/43a, 47, 48, 63, II/5a, 5b, 5d, 6, 14, 16a, 16b, 18c, 19a, 27a",I/48
2,17,b,Lysimachid Army 302-281 BC,a2,Arable,2,3Kn,1xLH,1xEl or Sp,2x4Pk,2x4Pk or 3/4Ax or Ps,4x4Pk or Ps,1xPs,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/43b, 47, 48, 63, II/5a, 5b, 5d, 6, 14, 16a, 16b, 18c, 19a, 27a",II/18c & 19a
2,18,a,Antipatros' Army 320-319 BC,a1,Arable,1,3Kn,1xCv,6x4Pk,1x3/4Ax,1xEl,1xPs,1xPs,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/47, 48, 63, II/5b, 5e, 16a, 16d, 18f, 19a, 20a",
2,18,b,Polyperchon's Army 319-310 BC,a1,Arable,1,3Kn,1xCv,6x4Pk,1xCv or 3/4Ax,1xEl,1xPs,1xPs,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/63, II/5e, 18c","II/5e, 18f"
2,18,c,Kassandros' Army 318-298 BC,a1,Arable,1,3Kn,1xCv,4x4Pk,4x3/4Ax,1xEl or Sp,1xPs,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/5b, 5e, 5i, 16a, 16b, 17a, 17b, 18b, 27a",
2,18,d,Ptolemy Keraunos' Army 280-179 BC,a1,Arable,1,El,1x3Kn,1xCv,6x4Pk,2x3/4Ax,1xPs,,,,,,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/20a, 30a",
2,18,e,Antigonas Gonatus' Army 277-260 BC,a1,Arable,1,3Kn or Cv,1xCv,4x4Pk,2x4Ax,2x4Wb or 4Ax,1xEl,1xPs,,,,,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/27b, 30a, 31a",II/31c and 31i
2,18,f,Queen Olympias' Army 316-316 BC,a1,Arable,1,Lit or 4Pk,1x3Kn,6x4Pk,2x3Ax,1xEl,1xPs,,,,,,2,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,II/18a,II/18b
2,19,a,Seleucid Army 320-280 BC,a2,Arable,2,3Kn,1xCv,1xLH,4x4Pk,1xSCh or 3/4Ax,2xEl,2xPs,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/6c, 43a, 43b, 48, 62, II/2, 3a, 14, 16a, 16b, 17a, 17b, 18a, 20a, 22f, 23a, 28b",
2,19,b,Seleucid Army 279-205 BC,a2,Arable,2,3Kn,1x3Kn,4x4Pk,1x4Ax,1xSCh or 4Ax,1xEl,1xWb or 7Hd,2xPs,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/43b, 48, II/2, 3a, 14, 19b, 20a, 20b, 22a, 22f, 23a, 28b, 30a, 30b, 34, 35, 36a",
2,19,c,Seleucid Army 204-167 BC,a2,Arable,2,3/4Kn,1x4Kn,4x4Pk,1xEl,1xSCh,1x4Ax or 3Ax,1x4Ax or 4Wb,2xPs,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/48, II/14, 20b, 22a, 22f, 23a, 28b, 30b, 33, 34, 35, 37, 43",II/31j
2,19,d,Seleucid Army 166-64 BC,a2,Arable,2,3/4Kn,1x4Kn,1xLH or Cv,4x4Pk,1x4Bd,1x4Ax or El,1x4Ax,2xPs,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/2, 3a, 14, 19d, 20c, 22a, 22d, 22e, 22f, 23a, 28a, 28b, 34, 35, 37, 43, 44, 50",II/37 or 43 or 50
2,20,a,Ptolemaic Army 320-275 BC,l1,Littoral,1,3Kn or 4Pk,1x3Kn,1xLH,2x4Pk,3x3/4Ax,2x3/4Ax or 4Pk,1xEl or 4Pk or 4Ax or Ps,1xPs,,,,2,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/7d, 56a, 58, II/16a, 16b, 18a, 18d, 19a, 19b",
2,20,b,Ptolemaic Army 274-167 BC,l1,Littoral,1,3Kn,1x3Kn,1xLH,2x4Pk,2x4Pk,2x4Ax,1x4Wb or 4Ax,1xEl,1xPs,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/7d, 56b, 58, II/19b, 19c",
2,20,c,Ptolemaic Army 166-54 BC,l1,Littoral,1,3Kn,1x3Kn or Cv,1xLH,2x4Pk,2x4Pk,2x4Ax,1x4Bd or 4Ax,1xEl,1xPs,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/7d, 56b, 58, II/19d, 49",
2,20,d,Ptolemaic Army 53-30 BC,l1,Littoral,1,3Kn or Cv,1xLH,2x4Pk,2x3/4Ax,2x4Bd,1xCv or 4Wb,2x4Bd or 5Hd,1xPs,,,,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/7d, 56b, 58, II/20d, 49, 51",
2,21,a,Ch'iang and Ti Chinese Army 315 BC-302 AD,h3,Hilly,3,Cv or LH or 4Ax,1xLH or Cv,2x4Ax,5x3Ax,3x3Bw or Ps,,,,,,,3,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"I/43a, 43b, II/4a, 4d, 4e, 21a, 29, 38a, 41a, 41b, 61a, 63",II/38a
2,21,b,Ch'iang and Ti Chinese Army 303-550 AD,h3,Hilly,3,Kn,1xCv or LH,2x4Ax,5x3Ax,3x3Bw or Ps,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/21b, 38b, 61a, 61b, 61c, 79a, 79b",
2,21,c,Former Ch'in Chinese Army 351-394 AD,h3,Hilly,3,3/4Kn,1x3Kn,1xLH,2x4Ax or 4Bd,2x4Cb,3x3Ax,1x3Bw or Ps,1xPs,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/38b, 38c, 61a, 61b, 61c, 79a, 79b",II/38b and/or 61c
2,22,a,Army of Nabatea 250 BC-106 AD,h0,Hilly,0,3Kn or Cv,1xLH,1x4Bd or 4Bw,2x3Ax or Ps,6x3Bw or Ps,1x3Bw or Cm or LCm,,,,,,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/19b, 19c, 19d, 22b, 23a, 37, 43, 50, 51, 56, 59",
2,22,b,Army of Emesa 51 BC-72 AD,d0,Dry,0,Cv or 4Kn,2xLH,1x4Ax,2x3Ax or Ps,5x3Bw or Ps,1x3Bw or Cm or LCm,,,,,,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/22a, 22e, 23a, 37, 43, 51, 56, 59",
2,22,c,Army of Hatra 126 BC-240 AD,d0,Dry,0,4Kn,1xLH,1x4Bd,2x3Ax or Ps or LH,6x3Bw or Ps,1xCm or Art,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/23a, 37, 64b, 69a",II/37
2,22,d,Army of Characene 126 BC-222 AD,d0,Dry,0,4Kn,1xLH,1x4Bd,2x3Ax or Ps,6x3Bw or Ps,1xLCm,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/19d, 23a, 37, 64b","II/23a, 37"
2,22,e,"Armies of Edessa, Singara, or Adiabene from 126 BC",d0,Dry,0,4Kn or Cv,2xLH,1x4Bd,2x3Ax or Ps,5x3Bw,1x3Bw or Cm,,,,,,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/19d, 22b, 23a, 44, 56, 69a",II/37
2,22,f,Any Arabo-Aramean Army 126 BC,d0,Dry,0,Cv,2xLH,1x4Bd,2x3Ax or Ps,6x3Bw or Ps,1x3Bw or Ps or Cm,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/16a, 19a, 19b, 19c, 19d, 23a, 37",
2,23,a,Nomad Arab Army 312 BC-633 AD ,d3,Dry,3,LH or Cv,1xLH,1xLCm,4xCm or 4Bd,2x4Bd,1x4Bd or 3Bw,1x3Bw or Ps,1xPs,,,,2,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/19a, 19b, 19c, 19d, 22a, 22b, 22c, 22d, 22e, 22f, 23a, 23b, 23c, 37, 49, 56, 62a, 62b, 69a, 69b, 69c, 74a, 74b, III/4a, 4b, 17, 25a",II/69a or 69b or 69c or III/17
2,23,b,City Arab Army 312 BC-633 AD,d0,Dry,0,Cv,1xLH,1xLCm,6x4Bd,2x3Bw,1x3Bw or Ps,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/23a, 23b, III/25a",II/23a
2,23,c,Yemeni Army 312 BC-633 AD,d0,Dry,0,Cv,1xLH,1xLCm or Ps,1x4Bd or 3Ax,7x3Ax,1x3Bw or Ps,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/23a, 56, 62a, 69a, 69b, 69c, III/25a",II/69a or 69b or 69c
2,24,,Early Rhoxolani Sarmatian Army 310 BC-100 AD,s3,Steppe,3,3Kn,7xCv,3x3Kn or Cv or Ps,1xCv or LH,,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/43a, 43b, 43c, 48, II/25, 26, 37, 48, 56",I/43a or 43b
2,25,,Bosporan Army 310-107 BC & 10 BC-375 AD,l0,Littoral,0,Cv or 3Kn,2xSp or 3Kn,2xSp or 4Ax,1x3Kn or LH,2xPs or LH,2x3Bw or Ps,1xPs,1xArt or LH or 3Kn,,,,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/43a, 43b, II/5l, 24, 25, 26, 48, 56, 58, 67b, 80d ",I/43a or II/26 or 58
2,26,,"Siracae, Iazyges, Later Rhoxolani Sarmatian 310 BC-375 AD",s3,Steppe,3,3Kn,7x3Kn,1xLH or 3Kn,3x3Kn or Ps or 7Hd,,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/43a, 43b, 43c, II/24, 25, 26, 37, 47g, 48, 52, 56, 58, 64a, 65b, 67b, 70a, 78b",II/58 or 67b or 72a
2,27,a,Pyrrhic Army 300-281 BC,a4,Arable,4,3Kn,1xCv,6x4Pk,2xPs,2xPs,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/47, II/5i, 16b, 17a, 17b, 18c",
2,27,b,Pyrrhic Army 280-272 BC,a4,Arable,4,3Kn or Cv,1xCv,1xLH,1xEl,4x4Pk,2xSp or 4Pk,1x3/4Ax or 4Wb,1xPs,,,,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/61b, II/5a, 9a, 10, 18e, 31c",
2,28,a,Tigranes' Army 83-69 BC,h3,Hilly,3,4Kn,1x4Kn,2xLH,1x4Bd,2x4Pk,3x3Ax,2xPs,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/14, 19d, 28d, 37, 44, 49",II/28d and/or 37
2,28,b,Other Armenian Army 300 BC-244 AD,h1,Hilly,1,4Kn,1x4Kn,4xLH,4x3Ax,2xPs,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/43b, II/10, 14, 19a, 19b, 19c, 19d, 28d, 37, 44, 49, 56, 58, 64b, 69a",II/37 and/or 58
2,28,c,Armenian Army 245-627 AD,h1,Hilly,1,3Kn,1x3Kn,4xLH,4x3Ax,2xPs,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/28c, 58, 64b, 69a, 69b, 69c, 78b, 80b, 80d",II/80d
2,28,d,Gordyene Army 147 BC-225 AD,h1,Hilly,1,4Kn,1x4Kn,4xLH,4x3Ax,1xPs,1xArt or Ps,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/28a, 28b, 37, 69a, 69b, 69c",
2,29,,Tien and K'un-ming Chinese Army 295 BC-45 AD,t0,Tropical,0,Cv,1x4Bd or LH or 3Wb,2x4Bd,6x4Pk,1x3Cb or Ps,1xPs,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/49a, 49b, II/4a, 4d, 21a, 29, 41a, 41b",
2,30,a,Galatian Army 280-274 BC,a4,Arable,4,LCh or 4Wb,1xLCh,2xCv,7x4Wb,1xLCh or Ps,,,,,,,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"I/48, 63, II/5b, 5c, 5d, 5e, 6, 14, 18d, 18e, 19b",I/63
2,30,b,Galatian Army 273-65 BC,a4,Arable,4,LCh or 4Bd,2xCv,1x4Bd or LCh or 4Wb,5x4Wb,1xSCh or 4Wb or Ps,2x4Wb or Ps,,,,,,2,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"I/48, II/14, 19b, 19c, 33, 34, 48, 49",
2,30,c,Galatian Army 64-25 BC,a1,Arable,1,Cv,2xCv,2x4Bd,6x4Bd or 4Wb,1xPs,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/14, 49",
2,31,a,Boiotian Army 278-246 BC,a0,Arable,0,Cv,1xLH,8x4Ax,2xPs,,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/47, II/18e, 31c, 31f, 31h, 31i, 31j",II/31j
2,31,b,Boiotian Army 245-146 BC,a0,Arable,0,Cv,1xLH,6x4Pk,2x4Ax,2xPs,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/47, II/31c, 31d, 31e, 31f, 31g, 31h, 31i, 31j",II/31j
2,31,c,Spartan Army 278-226 BC,a0,Arable,0,Sp,5xSp,2xSp or 4Ax,1xCv,1xLH,2xPs,,,,,,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/47, II/27b, 31a, 31b, 31f, 31h, 31i, 31j",II/31j
2,31,d,Spartan Army 225-223 BC,a0,Arable,0,4Pk,1x4Pk,4xSp,1xCv,1xLH,2x4Ax,2xPs,,,,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/31b, 31f, 31h, 31i, 31j",II/31j
2,31,e,Spartan Army 222-195BC,a0,Arable,0,4Pk,5x4Pk,1xCv,1xLH,2x4Ax,1xPs,1xPs or Art,,,,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/47, II/31b, 31f, 31g, 31h, 31i, 31j, 35",II/31j
2,31,f,Achaian Army 251-208 BC,a0,Arable,0,Cv,1xLH,8x4Ax,2xPs,,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/47, II/31a, 31b, 31c, 31d, 31e, 31h, 31i, 31j",
2,31,g,Achaian Army 207-146 BC,a0,Arable,0,3Kn,1xLH,6x4Pk,2x4Ax,2xPs,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/47, II/31b, 31e, 31h, 31i, 31j, 33",
2,31,h,Athenian Army 278-146 BC,l0,Littoral,0,3Kn,1xLH,4xSp,4x4Ax,2xPs,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/47, II/31a, 31b, 31c, 31d, 31e, 31f, 31g, 31i, 31j",
2,31,i,Eleian Army 278-146 BC,a0,Arable,0,Cv,1xLH,4xSp,2x4Ax,4xPs,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/47, II/31a, 31b, 31c, 31d, 31e, 31f, 31g, 31h, 31j, 33","II/31j, 33"
2,31,j,Aitolian Army 278-146 BC,a0,Arable,0,LH,1xLH,6xPs,4x4Ax or Ps,,,,,,,,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/47, II/31a, 31b, 31c, 31d, 31e, 31f, 31g, 31h, 31i, 33, 35",
2,32,a,Later Carthaginian Army 275-202 BC,l4,Littoral,4,Cv,1xCv or El,1xEl or LH,1xLH,3xSp,1x4Ax,2x4WB/4Ax or 4Ax,1xPs,1xPs,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/36b, II/9a, 11, 33, 39a, 39b, 39c, 40",II/5h or (8a and/or 8b) or 9a or 39a or 39c
2,32,b,Later Carthaginian Army 201-146 BC,l1,Littoral,1,Cv or Sp,1xCv,1xLH or Sp,6x Sp,3xPs,,,,,,,2,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/11, 33, 39a, 39b, 39c, 40",
2,33,,Polybian Roman Army 275-105 BC,a3,Arable,3,Cv,1xCv,4x4Bd,2x4Bd or 3/4Ax,2xSp,2xPs,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I/36b, 47, 48, II/5e, 5g, 5h, 8a, 8b, 8c, 9a, 11, 14, 19c, 19d, 30b, 31g, 31i, 31j, 32a, 32b, 34, 35, 39a, 39b, 39c, 40, 44, 45a",II/11 or (31j and/or 34) or 39a or 39b or 40
